dimension,mutation rate,cross over rate,pxa,pxb,pxc,pxp
34,0.2,0.4,0.25074,0.24941,0.25001,0.24984
,,,,,,
34,0.6,0.4,0.24975,0.24947,0.25162,0.24916
,,,,,,
34,1,0.4,0.24834,0.25151,0.25061,0.24954
,,,,,,
34,0.2,0.7,0.24834,0.24846,0.25129,0.25191
,,,,,,
34,0.6,0.7,0.25176,0.25217,0.24657,0.2495
,,,,,,
34,1,0.7,0.25068,0.24964,0.24894,0.25074
,,,,,,
35,0.2,0.1,0.25122,0.248,0.25154,0.24924
,,,,,,
35,0.6,0.1,0.24841,0.25162,0.24991,0.25006
,,,,,,
35,1,0.1,0.2497,0.25009,0.25058,0.24963
,,,,,,
35,0.2,0.4,0.25005,0.2501,0.25026,0.24959
,,,,,,
35,0.6,0.4,0.25056,0.2509,0.25049,0.24805
,,,,,,
35,1,0.4,0.25088,0.24953,0.25005,0.24954
,,,,,,
35,0.2,0.7,0.24682,0.25338,0.24838,0.25142
,,,,,,
35,0.6,0.7,0.24906,0.25064,0.25157,0.24873
,,,,,,
35,1,0.7,0.24969,0.24968,0.24949,0.25114
,,,,,,
36,0.2,0.1,0.24946,0.25097,0.25111,0.24846
,,,,,,
36,0.6,0.1,0.25081,0.25119,0.24932,0.24868
,,,,,,
36,1,0.1,0.24822,0.25224,0.24995,0.24959
,,,,,,
36,0.2,0.4,0.24827,0.25013,0.2517,0.2499
,,,,,,
36,0.6,0.4,0.25013,0.2498,0.24867,0.2514
,,,,,,
36,1,0.4,0.24911,0.24936,0.25038,0.25115
,,,,,,
36,0.2,0.7,0.25037,0.25147,0.24925,0.24891
,,,,,,
36,0.6,0.7,0.2525,0.2498,0.24799,0.24971
,,,,,,
36,1,0.7,0.24869,0.25153,0.25236,0.24742
,,,,,,
37,0.2,0.1,0.24899,0.25208,0.24918,0.24975
,,,,,,
37,0.6,0.1,0.25003,0.25011,0.24967,0.25019
,,,,,,
37,1,0.1,0.24837,0.24947,0.25164,0.25052
,,,,,,
37,0.2,0.4,0.24928,0.25222,0.24772,0.25078
,,,,,,
37,0.6,0.4,0.25177,0.24971,0.2504,0.24812
,,,,,,
37,1,0.4,0.24907,0.25147,0.24899,0.25047
,,,,,,
37,0.2,0.7,0.25291,0.2496,0.24715,0.25034
,,,,,,
37,0.6,0.7,0.25114,0.24992,0.24869,0.25025
,,,,,,
37,1,0.7,0.24851,0.24969,0.25188,0.24992
,,,,,,
38,0.2,0.1,0.25175,0.24981,0.24907,0.24937
,,,,,,
38,0.6,0.1,0.25039,0.25162,0.24888,0.24911
,,,,,,
38,1,0.1,0.24882,0.25162,0.24994,0.24962
,,,,,,
38,0.2,0.4,0.24672,0.24873,0.25111,0.25344
,,,,,,
38,0.6,0.4,0.24802,0.2505,0.24904,0.25244
,,,,,,
38,1,0.4,0.24982,0.25198,0.24702,0.25118
,,,,,,
38,0.2,0.7,0.24968,0.2515,0.24724,0.25158
,,,,,,
38,0.6,0.7,0.25222,0.24988,0.25016,0.24774
,,,,,,
38,1,0.7,0.25085,0.24663,0.25275,0.24977
,,,,,,
39,0.2,0.1,0.25011,0.24889,0.25219,0.24881
,,,,,,
39,0.6,0.1,0.25205,0.24796,0.2515,0.24849
,,,,,,
39,1,0.1,0.24985,0.24833,0.25146,0.25036
,,,,,,
39,0.2,0.4,0.25341,0.24844,0.24978,0.24837
,,,,,,
39,0.6,0.4,0.25066,0.25112,0.25036,0.24786
,,,,,,
39,1,0.4,0.25199,0.24979,0.24868,0.24954
,,,,,,
39,0.2,0.7,0.25074,0.25127,0.25106,0.24693
,,,,,,
39,0.6,0.7,0.25133,0.24931,0.2497,0.24966
,,,,,,
39,1,0.7,0.25133,0.24818,0.24852,0.25197
,,,,,,
40,0.2,0.1,0.24788,0.25132,0.25129,0.24951
,,,,,,
40,0.6,0.1,0.25035,0.24961,0.25037,0.24967
,,,,,,
40,1,0.1,0.24929,0.24934,0.25225,0.24912
,,,,,,
40,0.2,0.4,0.24852,0.24997,0.25153,0.24998
,,,,,,
40,0.6,0.4,0.25106,0.24905,0.24859,0.2513
,,,,,,
40,1,0.4,0.24802,0.2496,0.24993,0.25245
,,,,,,
40,0.2,0.7,0.24913,0.24962,0.25105,0.2502
,,,,,,
40,0.6,0.7,0.25067,0.24928,0.25085,0.2492
,,,,,,
40,1,0.7,0.24768,0.25209,0.25081,0.24942
,,,,,,
41,0.2,0.1,0.24876,0.25089,0.24999,0.25036
,,,,,,
41,0.6,0.1,0.24882,0.25093,0.24938,0.25087
,,,,,,
41,1,0.1,0.25111,0.24861,0.25137,0.24891
,,,,,,
41,0.2,0.4,0.24912,0.25135,0.25006,0.24947
,,,,,,
41,0.6,0.4,0.24948,0.24944,0.25029,0.25079
,,,,,,
41,1,0.4,0.24942,0.24838,0.25107,0.25113
,,,,,,
41,0.2,0.7,0.25029,0.25227,0.24981,0.24763
,,,,,,
41,0.6,0.7,0.25216,0.25044,0.25012,0.24728
,,,,,,
41,1,0.7,0.24899,0.24955,0.24799,0.25347
,,,,,,
42,0.2,0.1,0.24901,0.24995,0.24948,0.25156
,,,,,,
42,0.6,0.1,0.24988,0.24981,0.24943,0.25088
,,,,,,
42,1,0.1,0.25115,0.24912,0.24944,0.25029
,,,,,,
42,0.2,0.4,0.24837,0.25054,0.25208,0.24901
,,,,,,
42,0.6,0.4,0.2492,0.25085,0.24912,0.25083
,,,,,,
42,1,0.4,0.24882,0.25126,0.2496,0.25032
,,,,,,
42,0.2,0.7,0.25099,0.25007,0.25044,0.2485
,,,,,,
42,0.6,0.7,0.25035,0.24943,0.25146,0.24876
,,,,,,
42,1,0.7,0.24939,0.25116,0.2498,0.24965
,,,,,,
43,0.2,0.1,0.25167,0.24906,0.24777,0.2515
,,,,,,
43,0.6,0.1,0.25192,0.25144,0.24887,0.24777
,,,,,,
43,1,0.1,0.24992,0.25015,0.25014,0.24979
,,,,,,
43,0.2,0.4,0.2461,0.25184,0.2486,0.25346
,,,,,,
43,0.6,0.4,0.24983,0.24973,0.25025,0.25019
,,,,,,
43,1,0.4,0.25283,0.25096,0.24877,0.24744
,,,,,,
43,0.2,0.7,0.25011,0.24984,0.25123,0.24882
,,,,,,
43,0.6,0.7,0.24863,0.25223,0.24917,0.24997
,,,,,,
43,1,0.7,0.24832,0.25106,0.24872,0.2519
,,,,,,
44,0.2,0.1,0.24881,0.25051,0.2522,0.24848
,,,,,,
44,0.6,0.1,0.24923,0.25122,0.24949,0.25006
,,,,,,
44,1,0.1,0.25039,0.24914,0.25042,0.25005
,,,,,,
44,0.2,0.4,0.25245,0.24962,0.24889,0.24904
,,,,,,
44,0.6,0.4,0.24995,0.25142,0.24893,0.2497
,,,,,,
44,1,0.4,0.24784,0.24977,0.25163,0.25076
,,,,,,
44,0.2,0.7,0.25136,0.2511,0.25007,0.24747
,,,,,,
44,0.6,0.7,0.24787,0.24877,0.25144,0.25192
,,,,,,
44,1,0.7,0.24759,0.2527,0.24964,0.25007
,,,,,,
45,0.2,0.1,0.25239,0.24792,0.24944,0.25025
,,,,,,
45,0.6,0.1,0.25143,0.24879,0.25058,0.2492
,,,,,,
45,1,0.1,0.25155,0.24923,0.24825,0.25097
,,,,,,
45,0.2,0.4,0.24694,0.25139,0.24958,0.25209
,,,,,,
45,0.6,0.4,0.2481,0.25392,0.24934,0.24864
,,,,,,
45,1,0.4,0.24894,0.24687,0.25189,0.2523
,,,,,,
45,0.2,0.7,0.24693,0.25033,0.25191,0.25083
,,,,,,
45,0.6,0.7,0.25011,0.25086,0.25024,0.24879
,,,,,,
45,1,0.7,0.25255,0.24982,0.24983,0.2478
,,,,,,
46,0.2,0.1,0.24935,0.24875,0.25138,0.25052
,,,,,,
46,0.6,0.1,0.24994,0.24926,0.25012,0.25068
,,,,,,
46,1,0.1,0.25071,0.2489,0.24958,0.25081
,,,,,,
46,0.2,0.4,0.2496,0.24973,0.25072,0.24995
,,,,,,
46,0.6,0.4,0.24942,0.25087,0.25241,0.2473
,,,,,,
46,1,0.4,0.2483,0.25099,0.24951,0.2512
,,,,,,
46,0.2,0.7,0.25102,0.24899,0.25163,0.24836
,,,,,,
46,0.6,0.7,0.25231,0.24957,0.24902,0.2491
,,,,,,
46,1,0.7,0.24926,0.24924,0.25011,0.25139
,,,,,,
47,0.2,0.1,0.24992,0.24774,0.24951,0.25283
,,,,,,
47,0.6,0.1,0.24979,0.25055,0.24884,0.25082
,,,,,,
47,1,0.1,0.25254,0.24897,0.24936,0.24913
,,,,,,
47,0.2,0.4,0.25118,0.25122,0.24939,0.24821
,,,,,,
47,0.6,0.4,0.25016,0.25156,0.24859,0.24969
,,,,,,
47,1,0.4,0.24924,0.25074,0.2506,0.24942
,,,,,,
47,0.2,0.7,0.24868,0.24964,0.25069,0.25099
,,,,,,
47,0.6,0.7,0.24912,0.24954,0.24965,0.25169
,,,,,,
47,1,0.7,0.24937,0.24992,0.25183,0.24888
,,,,,,
48,0.2,0.1,0.25162,0.24975,0.25017,0.24846
,,,,,,
48,0.6,0.1,0.24828,0.25089,0.24896,0.25187
,,,,,,
48,1,0.1,0.25222,0.24834,0.24953,0.24991
,,,,,,
48,0.2,0.4,0.24972,0.25102,0.24886,0.2504
,,,,,,
48,0.6,0.4,0.25107,0.25041,0.2474,0.25112
,,,,,,
48,1,0.4,0.25023,0.24864,0.2493,0.25183
,,,,,,
48,0.2,0.7,0.25174,0.24898,0.25034,0.24894
,,,,,,
48,0.6,0.7,0.2508,0.25019,0.24937,0.24964
,,,,,,
48,1,0.7,0.25076,0.24937,0.25215,0.24772
,,,,,,
49,0.2,0.1,0.25213,0.24949,0.24921,0.24917
,,,,,,
49,0.6,0.1,0.25044,0.24901,0.25079,0.24976
,,,,,,
49,1,0.1,0.2502,0.24952,0.24881,0.25147
,,,,,,
49,0.2,0.4,0.24984,0.24999,0.24886,0.25131
,,,,,,
49,0.6,0.4,0.25188,0.24878,0.24858,0.25076
,,,,,,
49,1,0.4,0.24914,0.24902,0.25113,0.25071
,,,,,,
49,0.2,0.7,0.25021,0.25164,0.24875,0.2494
,,,,,,
49,0.6,0.7,0.25185,0.25125,0.24957,0.24733
,,,,,,
49,1,0.7,0.25011,0.25052,0.25003,0.24934
,,,,,,
50,0.2,0.1,0.24903,0.25097,0.24956,0.25044
,,,,,,
50,0.6,0.1,0.25175,0.24937,0.24866,0.25022
,,,,,,
50,1,0.1,0.25092,0.24754,0.2512,0.25034
,,,,,,
50,0.2,0.4,0.24881,0.25138,0.2491,0.25071
,,,,,,
50,0.6,0.4,0.25177,0.25003,0.24773,0.25047
,,,,,,
50,1,0.4,0.24951,0.25067,0.25066,0.24916
,,,,,,
50,0.2,0.7,0.24953,0.25113,0.24659,0.25275
,,,,,,
50,0.6,0.7,0.25018,0.25106,0.24942,0.24934
,,,,,,
50,1,0.7,0.25305,0.24783,0.24854,0.25058
,,,,,,
51,0.2,0.1,0.25057,0.24962,0.24999,0.24982
,,,,,,
51,0.6,0.1,0.25221,0.24829,0.24861,0.25089
,,,,,,
51,1,0.1,0.24831,0.25024,0.2507,0.25075
,,,,,,
51,0.2,0.4,0.25115,0.25083,0.2471,0.25092
,,,,,,
51,0.6,0.4,0.24804,0.2494,0.25193,0.25063
,,,,,,
51,1,0.4,0.24863,0.25132,0.25021,0.24984
,,,,,,
51,0.2,0.7,0.24885,0.24896,0.25254,0.24965
,,,,,,
51,0.6,0.7,0.2517,0.24965,0.24859,0.25006
,,,,,,
51,1,0.7,0.25004,0.25094,0.24711,0.25191
,,,,,,
52,0.2,0.1,0.24961,0.25014,0.25023,0.25002
,,,,,,
52,0.6,0.1,0.24979,0.25197,0.24849,0.24975
,,,,,,
52,1,0.1,0.25099,0.25344,0.24653,0.24904
,,,,,,
52,0.2,0.4,0.24925,0.2491,0.25293,0.24872
,,,,,,
52,0.6,0.4,0.25003,0.2491,0.25155,0.24932
,,,,,,
52,1,0.4,0.24655,0.2511,0.2496,0.25275
,,,,,,
52,0.2,0.7,0.25092,0.24871,0.24908,0.25129
,,,,,,
52,0.6,0.7,0.25055,0.24854,0.24991,0.251
,,,,,,
52,1,0.7,0.25186,0.24888,0.24894,0.25032
,,,,,,
53,0.2,0.1,0.25005,0.25057,0.24992,0.24946
,,,,,,
53,0.6,0.1,0.24906,0.25145,0.24763,0.25186
,,,,,,
53,1,0.1,0.25102,0.25003,0.24841,0.25054
,,,,,,
53,0.2,0.4,0.25062,0.25075,0.25054,0.24809
,,,,,,
53,0.6,0.4,0.25106,0.25073,0.24966,0.24855
,,,,,,
53,1,0.4,0.25022,0.25085,0.24883,0.2501
,,,,,,
53,0.2,0.7,0.25078,0.24964,0.24879,0.25079
,,,,,,
53,0.6,0.7,0.24936,0.24843,0.25197,0.25024
,,,,,,
53,1,0.7,0.2517,0.25002,0.25034,0.24794
,,,,,,
54,0.2,0.1,0.24937,0.25062,0.25153,0.24848
,,,,,,
54,0.6,0.1,0.24856,0.25147,0.25123,0.24874
,,,,,,
54,1,0.1,0.25202,0.24957,0.24875,0.24966
,,,,,,
54,0.2,0.4,0.25034,0.25108,0.24731,0.25127
,,,,,,
54,0.6,0.4,0.24997,0.2508,0.25155,0.24768
,,,,,,
54,1,0.4,0.24944,0.2505,0.24987,0.25019
,,,,,,
54,0.2,0.7,0.24944,0.25095,0.25005,0.24956
,,,,,,
54,0.6,0.7,0.24865,0.25167,0.25093,0.24875
,,,,,,
54,1,0.7,0.24801,0.24982,0.25216,0.25001
,,,,,,
55,0.2,0.1,0.24987,0.25138,0.24751,0.25124
,,,,,,
55,0.6,0.1,0.2507,0.25184,0.24816,0.2493
,,,,,,
55,1,0.1,0.2517,0.24875,0.24894,0.25061
,,,,,,
55,0.2,0.4,0.25144,0.24795,0.24948,0.25113
,,,,,,
55,0.6,0.4,0.24804,0.24859,0.25132,0.25205
,,,,,,
55,1,0.4,0.24952,0.24958,0.25105,0.24985
,,,,,,
55,0.2,0.7,0.25009,0.24936,0.25044,0.25011
,,,,,,
55,0.6,0.7,0.25083,0.25,0.25021,0.24896
,,,,,,
55,1,0.7,0.25169,0.24524,0.25255,0.25052
,,,,,,
56,0.2,0.1,0.25104,0.25075,0.25055,0.24766
,,,,,,
56,0.6,0.1,0.2499,0.24979,0.24909,0.25122
,,,,,,
56,1,0.1,0.24786,0.25265,0.24895,0.25054
,,,,,,
56,0.2,0.4,0.24862,0.25081,0.25028,0.25029
,,,,,,
56,0.6,0.4,0.24821,0.25283,0.24883,0.25013
,,,,,,
56,1,0.4,0.24798,0.25086,0.25199,0.24917
,,,,,,
56,0.2,0.7,0.24845,0.2516,0.25158,0.24837
,,,,,,
56,0.6,0.7,0.25199,0.24896,0.24751,0.25154
,,,,,,
56,1,0.7,0.25073,0.24969,0.24825,0.25133
,,,,,,
57,0.2,0.1,0.25096,0.2507,0.25034,0.248
,,,,,,
57,0.6,0.1,0.24986,0.25001,0.24936,0.25077
,,,,,,
57,1,0.1,0.25019,0.24936,0.25061,0.24984
,,,,,,
57,0.2,0.4,0.2505,0.2509,0.24907,0.24953
,,,,,,
57,0.6,0.4,0.2493,0.24911,0.25078,0.25081
,,,,,,
57,1,0.4,0.24816,0.25251,0.24953,0.2498
,,,,,,
57,0.2,0.7,0.25136,0.2499,0.24993,0.24881
,,,,,,
57,0.6,0.7,0.25112,0.25078,0.24806,0.25004
,,,,,,
57,1,0.7,0.25014,0.25202,0.24864,0.2492
,,,,,,
58,0.2,0.1,0.25056,0.25138,0.24918,0.24888
,,,,,,
58,0.6,0.1,0.25173,0.24896,0.24982,0.24949
,,,,,,
58,1,0.1,0.25052,0.24923,0.25232,0.24793
,,,,,,
58,0.2,0.4,0.24904,0.24963,0.25177,0.24956
,,,,,,
58,0.6,0.4,0.24832,0.24881,0.25174,0.25113
,,,,,,
58,1,0.4,0.25051,0.25116,0.24826,0.25007
,,,,,,
58,0.2,0.7,0.2499,0.25239,0.24977,0.24794
,,,,,,
58,0.6,0.7,0.24583,0.25038,0.25015,0.25364
,,,,,,
58,1,0.7,0.24941,0.25021,0.2509,0.24948
,,,,,,
59,0.2,0.1,0.24834,0.2513,0.25282,0.24754
,,,,,,
59,0.6,0.1,0.24942,0.24978,0.2517,0.2491
,,,,,,
59,1,0.1,0.24722,0.25082,0.24973,0.25223
,,,,,,
59,0.2,0.4,0.2487,0.25153,0.24956,0.25021
,,,,,,
59,0.6,0.4,0.25044,0.24621,0.25152,0.25183
,,,,,,
59,1,0.4,0.2503,0.24837,0.25179,0.24954
,,,,,,
59,0.2,0.7,0.25011,0.25085,0.24977,0.24927
,,,,,,
59,0.6,0.7,0.2507,0.25032,0.24962,0.24936
,,,,,,
59,1,0.7,0.25133,0.24836,0.25174,0.24857
,,,,,,
60,0.2,0.1,0.25075,0.25012,0.25085,0.24828
,,,,,,
60,0.6,0.1,0.25238,0.2501,0.24895,0.24857
,,,,,,
60,1,0.1,0.25242,0.24985,0.25102,0.24671
,,,,,,
60,0.2,0.4,0.25095,0.25006,0.2501,0.24889
,,,,,,
60,0.6,0.4,0.25083,0.2529,0.24764,0.24863
,,,,,,
60,1,0.4,0.24785,0.25012,0.24992,0.25211
,,,,,,
60,0.2,0.7,0.24739,0.25112,0.24959,0.2519
,,,,,,
60,0.6,0.7,0.24972,0.24821,0.25345,0.24862
,,,,,,
60,1,0.7,0.24921,0.25077,0.25054,0.24948
,,,,,,
61,0.2,0.1,0.24928,0.24864,0.25074,0.25134
,,,,,,
61,0.6,0.1,0.25098,0.24916,0.2505,0.24936
,,,,,,
61,1,0.1,0.24711,0.24998,0.25145,0.25146
,,,,,,
61,0.2,0.4,0.24883,0.24964,0.25345,0.24808
,,,,,,
61,0.6,0.4,0.24971,0.25058,0.24983,0.24988
,,,,,,
61,1,0.4,0.24943,0.24909,0.2485,0.25298
,,,,,,
61,0.2,0.7,0.24784,0.24924,0.25261,0.25031
,,,,,,
61,0.6,0.7,0.24789,0.25038,0.25165,0.25008
,,,,,,
61,1,0.7,0.25029,0.24842,0.25084,0.25045
,,,,,,
62,0.2,0.1,0.24977,0.25038,0.24859,0.25126
,,,,,,
62,0.6,0.1,0.25091,0.24964,0.24882,0.25063
,,,,,,
62,1,0.1,0.24833,0.25116,0.25247,0.24804
,,,,,,
62,0.2,0.4,0.25124,0.25058,0.24743,0.25075
,,,,,,
62,0.6,0.4,0.25221,0.24837,0.24961,0.24981
,,,,,,
62,1,0.4,0.25001,0.25047,0.2503,0.24922
,,,,,,
62,0.2,0.7,0.24948,0.25111,0.24874,0.25067
,,,,,,
62,0.6,0.7,0.25441,0.2486,0.24744,0.24955
,,,,,,
62,1,0.7,0.24977,0.2489,0.25007,0.25126
,,,,,,
63,0.2,0.1,0.24877,0.25082,0.24753,0.25288
,,,,,,
63,0.6,0.1,0.24957,0.24938,0.24951,0.25154
,,,,,,
63,1,0.1,0.24746,0.24948,0.25203,0.25103
,,,,,,
63,0.2,0.4,0.25174,0.24915,0.25015,0.24896
,,,,,,
63,0.6,0.4,0.252,0.24927,0.25062,0.24811
,,,,,,
63,1,0.4,0.25123,0.25124,0.2482,0.24933
,,,,,,
63,0.2,0.7,0.25056,0.25188,0.24834,0.24922
,,,,,,
63,0.6,0.7,0.24827,0.24881,0.25116,0.25176
,,,,,,
63,1,0.7,0.25059,0.25075,0.24823,0.25043
,,,,,,
64,0.2,0.1,0.25123,0.24835,0.2511,0.24932
,,,,,,
64,0.6,0.1,0.24992,0.24627,0.25269,0.25112
,,,,,,
64,1,0.1,0.24798,0.24891,0.25207,0.25104
,,,,,,
64,0.2,0.4,0.251,0.24857,0.24941,0.25102
,,,,,,
64,0.6,0.4,0.25105,0.24843,0.2488,0.25172
,,,,,,
64,1,0.4,0.24765,0.24846,0.25272,0.25117
,,,,,,
64,0.2,0.7,0.24888,0.24946,0.25055,0.25111
,,,,,,
64,0.6,0.7,0.2498,0.25152,0.24854,0.25014
,,,,,,
64,1,0.7,0.25041,0.24931,0.24982,0.25046
,,,,,,
65,0.2,0.1,0.25028,0.25153,0.25054,0.24765
,,,,,,
65,0.6,0.1,0.25153,0.2498,0.25043,0.24824
,,,,,,
65,1,0.1,0.25031,0.252,0.25064,0.24705
,,,,,,
65,0.2,0.4,0.24726,0.25053,0.25188,0.25033
,,,,,,
65,0.6,0.4,0.25055,0.2485,0.25176,0.24919
,,,,,,
65,1,0.4,0.25037,0.24851,0.24934,0.25178
,,,,,,
65,0.2,0.7,0.25008,0.25132,0.24743,0.25117
,,,,,,
65,0.6,0.7,0.25108,0.248,0.25112,0.2498
,,,,,,
65,1,0.7,0.25281,0.24846,0.25081,0.24792
,,,,,,
66,0.2,0.1,0.25179,0.24895,0.2484,0.25086
,,,,,,
66,0.6,0.1,0.25065,0.24962,0.25015,0.24958
,,,,,,
66,1,0.1,0.24871,0.24857,0.25079,0.25193
,,,,,,
66,0.2,0.4,0.25025,0.24977,0.25038,0.2496
,,,,,,
66,0.6,0.4,0.24693,0.25245,0.24933,0.25129
,,,,,,
66,1,0.4,0.25349,0.24907,0.24943,0.24801
,,,,,,
66,0.2,0.7,0.2486,0.25038,0.25106,0.24996
,,,,,,
66,0.6,0.7,0.2484,0.249,0.25275,0.24985
,,,,,,
66,1,0.7,0.24852,0.25097,0.24979,0.25072
,,,,,,
67,0.2,0.1,0.25367,0.25144,0.2477,0.24719
,,,,,,
67,0.6,0.1,0.25083,0.24836,0.24902,0.25179
,,,,,,
67,1,0.1,0.2504,0.25052,0.24986,0.24922
,,,,,,
67,0.2,0.4,0.24897,0.25166,0.2508,0.24857
,,,,,,
67,0.6,0.4,0.24901,0.25015,0.25079,0.25005
,,,,,,
67,1,0.4,0.24933,0.2509,0.2495,0.25027
,,,,,,
